YYYYMMDDHH,LatN/S,LonE/W,VMAX,MSLP,TY,CY_Serial
2006-01-14 00:00:00, 64N, 752E, 45, 991,TC,200601
2006-01-14 06:00:00, 67N, 744E, 45, 991,TC,200601
2006-01-14 12:00:00, 68N, 736E, 45, 991,TC,200601
2006-01-14 18:00:00, 70N, 728E, 40, 994,TC,200601
2006-09-21 00:00:00,196N, 666E, 30,1000,TD,200604
2006-09-21 06:00:00,196N, 664E, 30,1000,TD,200604
2006-09-21 12:00:00,197N, 663E, 35, 997,TS,200604
2006-09-21 18:00:00,199N, 663E, 40, 994,TS,200604
2006-09-22 00:00:00,200N, 664E, 45, 991,TC,200604
2006-09-22 06:00:00,202N, 665E, 45, 991,TS,200604
2006-09-22 12:00:00,203N, 666E, 50, 987,TS,200604
2006-09-22 12:00:00,203N, 666E, 50, 987,TS,200604
2006-09-22 18:00:00,204N, 668E, 50, 987,TS,200604
2006-09-22 18:00:00,204N, 668E, 50, 987,TS,200604
2006-09-23 00:00:00,204N, 669E, 50, 987,TS,200604
2006-09-23 00:00:00,204N, 669E, 50, 987,TS,200604
2006-09-23 06:00:00,205N, 671E, 55, 984,TC,200604
2006-09-23 06:00:00,205N, 671E, 55, 984,TC,200604
2006-09-23 12:00:00,203N, 672E, 45, 991,TC,200604
2006-09-23 18:00:00,202N, 671E, 35, 997,TS,200604
2006-09-24 00:00:00,200N, 670E, 30,1000,TD,200604
2006-09-24 06:00:00,198N, 669E, 30,1000,TD,200604
2006-09-24 12:00:00,196N, 669E, 30,1000,TD,200604
2006-09-24 18:00:00,195N, 668E, 30,1000,TD,200604
2007-06-01 06:00:00,147N, 700E, 30,1000,TD,200702
2007-06-01 12:00:00,150N, 688E, 30,1000,TD,200702
2007-06-01 18:00:00,151N, 683E, 30,1000,TD,200702
2007-06-02 00:00:00,151N, 678E, 40, 994,TS,200702
2007-06-02 06:00:00,151N, 673E, 45, 989,TS,200702
2007-06-02 12:00:00,154N, 671E, 55, 982,TS,200702
2007-06-02 18:00:00,156N, 672E, 55, 982,TS,200702
2007-06-02 18:00:00,156N, 672E, 55, 982,TS,200702
2007-06-03 00:00:00,160N, 675E, 60, 978,TS,200702
2007-06-03 00:00:00,160N, 675E, 60, 978,TS,200702
2007-06-03 06:00:00,169N, 676E, 65, 974,TY,200702
2007-06-03 06:00:00,169N, 676E, 65, 974,TY,200702
2007-06-03 12:00:00,175N, 668E, 70, 970,TY,200702
2007-06-03 12:00:00,175N, 668E, 70, 970,TY,200702
2007-06-03 12:00:00,175N, 668E, 70, 970,TY,200702
2007-06-03 18:00:00,180N, 661E, 95, 952,TY,200702
2007-06-03 18:00:00,180N, 661E, 95, 952,TY,200702
2007-06-03 18:00:00,180N, 661E, 95, 952,TY,200702
2007-06-04 06:00:00,192N, 649E,135, 904,ST,200702
2007-06-04 06:00:00,192N, 649E,135, 904,ST,200702
2007-06-04 06:00:00,192N, 649E,135, 904,ST,200702
2007-06-04 12:00:00,199N, 641E,145, 914,ST,200702
2007-06-04 12:00:00,199N, 641E,145, 914,ST,200702
2007-06-04 12:00:00,199N, 641E,145, 914,ST,200702
2007-06-04 18:00:00,205N, 633E,140, 898,ST,200702
2007-06-04 18:00:00,205N, 633E,140, 898,ST,200702
2007-06-04 18:00:00,205N, 633E,140, 898,ST,200702
2007-06-05 00:00:00,208N, 625E,135, 904,ST,200702
2007-06-05 00:00:00,208N, 625E,135, 904,ST,200702
2007-06-05 00:00:00,208N, 625E,135, 904,ST,200702
2007-06-05 06:00:00,212N, 617E,125, 916,TY,200702
2007-06-05 06:00:00,212N, 617E,125, 916,TY,200702
2007-06-05 06:00:00,212N, 617E,125, 916,TY,200702
2007-06-05 12:00:00,216N, 611E,115, 937,TY,200702
2007-06-05 12:00:00,216N, 611E,115, 937,TY,200702
2007-06-05 12:00:00,216N, 611E,115, 937,TY,200702
2007-06-05 18:00:00,220N, 606E,110, 941,TY,200702
2007-06-05 18:00:00,220N, 606E,110, 941,TY,200702
2007-06-05 18:00:00,220N, 606E,110, 941,TY,200702
2007-06-06 00:00:00,226N, 600E, 90, 956,TY,200702
2007-06-06 00:00:00,226N, 600E, 90, 956,TY,200702
2007-06-06 00:00:00,226N, 600E, 90, 956,TY,200702
2007-06-06 06:00:00,231N, 595E, 90, 956,TY,200702
2007-06-06 06:00:00,231N, 595E, 90, 956,TY,200702
2007-06-06 06:00:00,231N, 595E, 90, 956,TY,200702
2007-06-06 12:00:00,238N, 592E, 75, 967,TY,200702
2007-06-06 12:00:00,238N, 592E, 75, 967,TY,200702
2007-06-06 12:00:00,238N, 592E, 75, 967,TY,200702
2007-06-06 18:00:00,245N, 589E, 65, 974,TY,200702
2007-06-06 18:00:00,245N, 589E, 65, 974,TY,200702
2007-06-07 06:00:00,249N, 583E, 45, 989,TS,200702
2009-11-10 00:00:00,134N, 711E, 35, 996,TS,200904
2009-11-10 06:00:00,142N, 713E, 35, 996,TS,200904
2009-11-10 12:00:00,149N, 716E, 45, 989,TS,200904
2009-11-10 18:00:00,156N, 720E, 50, 985,TS,200904
2009-11-11 00:00:00,165N, 727E, 50, 985,TS,200904
2009-11-11 06:00:00,180N, 731E, 45, 989,TS,200904
2009-11-11 12:00:00,194N, 738E, 35, 996,TS,200904
2010-05-19 00:00:00,109N, 545E, 25,1004,TD,201002
2010-05-19 06:00:00,111N, 540E, 30,1000,TD,201002
2010-05-19 12:00:00,113N, 535E, 35, 996,TS,201002
2010-05-19 18:00:00,114N, 531E, 35, 996,TS,201002
2010-05-20 00:00:00,117N, 529E, 40, 993,TS,201002
2010-05-20 06:00:00,120N, 527E, 40, 993,TS,201002
2010-05-20 12:00:00,122N, 525E, 45, 989,TS,201002
2010-05-20 18:00:00,124N, 523E, 45, 989,TS,201002
2010-05-21 00:00:00,126N, 521E, 45, 989,TS,201002
2010-05-21 06:00:00,127N, 518E, 55, 982,TS,201002
2010-05-21 06:00:00,127N, 518E, 55, 982,TS,201002
2010-05-21 12:00:00,128N, 519E, 55, 982,TS,201002
2010-05-21 12:00:00,128N, 519E, 55, 982,TS,201002
2010-05-21 18:00:00,126N, 518E, 50, 985,TS,201002
2010-05-22 00:00:00,126N, 515E, 45, 989,TS,201002
2010-05-22 06:00:00,126N, 513E, 40, 993,TS,201002
2010-05-22 12:00:00,126N, 511E, 35, 996,TS,201002
2010-05-22 18:00:00,126N, 507E, 30,1000,TD,201002
2010-05-31 00:00:00,145N, 644E, 25,1004,TD,201003
2010-05-31 06:00:00,147N, 642E, 30,1001,TD,201003
2010-05-31 12:00:00,150N, 640E, 30,1000,TD,201003
2010-05-31 18:00:00,154N, 637E, 35, 996,TS,201003
2010-06-01 00:00:00,158N, 632E, 45, 989,TS,201003
2010-06-01 06:00:00,163N, 627E, 55, 982,TS,201003
2010-06-01 12:00:00,168N, 623E, 60, 978,TS,201003
2010-06-01 12:00:00,168N, 623E, 60, 978,TS,201003
2010-06-01 18:00:00,171N, 616E, 75, 967,TY,201003
2010-06-01 18:00:00,171N, 616E, 75, 967,TY,201003
2010-06-01 18:00:00,171N, 616E, 75, 967,TY,201003
2010-06-02 00:00:00,174N, 610E, 90, 956,TY,201003
2010-06-02 00:00:00,174N, 610E, 90, 956,TY,201003
2010-06-02 00:00:00,174N, 610E, 90, 956,TY,201003
2010-06-02 06:00:00,178N, 605E,115, 937,TY,201003
2010-06-02 06:00:00,178N, 605E,115, 937,TY,201003
2010-06-02 06:00:00,178N, 605E,115, 937,TY,201003
2010-06-02 12:00:00,182N, 600E,125, 929,TY,201003
2010-06-02 12:00:00,182N, 600E,125, 929,TY,201003
2010-06-02 12:00:00,182N, 600E,125, 929,TY,201003
2010-06-02 18:00:00,184N, 597E,120, 933,TY,201003
2010-06-02 18:00:00,184N, 597E,120, 933,TY,201003
2010-06-02 18:00:00,184N, 597E,120, 933,TY,201003
2010-06-03 00:00:00,185N, 596E,120, 933,TY,201003
2010-06-03 00:00:00,185N, 596E,120, 933,TY,201003
2010-06-03 00:00:00,185N, 596E,120, 933,TY,201003
2010-06-03 06:00:00,191N, 596E,115, 937,TY,201003
2010-06-03 06:00:00,191N, 596E,115, 937,TY,201003
2010-06-03 06:00:00,191N, 596E,115, 937,TY,201003
2010-06-03 12:00:00,200N, 595E,110, 941,TY,201003
2010-06-03 12:00:00,200N, 595E,110, 941,TY,201003
2010-06-03 12:00:00,200N, 595E,110, 941,TY,201003
2010-06-03 18:00:00,208N, 592E,105, 944,TY,201003
2010-06-03 18:00:00,208N, 592E,105, 944,TY,201003
2010-06-03 18:00:00,208N, 592E,105, 944,TY,201003
2010-06-04 00:00:00,215N, 591E, 90, 956,TY,201003
2010-06-04 00:00:00,215N, 591E, 90, 956,TY,201003
2010-06-04 00:00:00,215N, 591E, 90, 956,TY,201003
2010-06-04 06:00:00,223N, 592E, 75, 967,TY,201003
2010-06-04 06:00:00,223N, 592E, 75, 967,TY,201003
2010-06-04 06:00:00,223N, 592E, 75, 967,TY,201003
2010-06-04 12:00:00,230N, 594E, 65, 974,TY,201003
2010-06-04 12:00:00,230N, 594E, 65, 974,TY,201003
2010-06-04 18:00:00,236N, 597E, 55, 982,TS,201003
2010-06-04 18:00:00,236N, 597E, 55, 982,TS,201003
2010-06-05 00:00:00,239N, 603E, 45, 989,TS,201003
2010-06-05 06:00:00,238N, 610E, 40, 993,TS,201003
2010-06-05 12:00:00,235N, 616E, 40, 993,TS,201003
2010-06-05 18:00:00,232N, 624E, 35, 996,TS,201003
2010-06-06 00:00:00,229N, 641E, 35, 996,TS,201003
2010-06-06 06:00:00,234N, 658E, 35, 996,TS,201003
2010-06-06 12:00:00,246N, 673E, 30,1000,TD,201003
2011-06-09 18:00:00,186N, 706E, 25,1004,TD,201101
2011-06-10 00:00:00,190N, 707E, 25,1004,TD,201101
2011-06-10 06:00:00,191N, 711E, 25,1004,TD,201101
2011-06-10 12:00:00,190N, 717E, 30,1000,TD,201101
2011-06-10 18:00:00,191N, 719E, 30, 999,TD,201101
2011-06-11 00:00:00,192N, 721E, 30, 998,TD,201101
2011-06-11 06:00:00,195N, 720E, 35, 996,TS,201101
2011-06-11 12:00:00,200N, 717E, 35, 996,TS,201101
2011-06-11 18:00:00,203N, 713E, 35, 996,TS,201101
2011-06-12 12:00:00,209N, 701E, 25,1004,TD,201101
2011-11-01 18:00:00,160N, 554E, 30, 998,TD,201103
2011-11-02 00:00:00,162N, 552E, 35, 996,TS,201103
2011-11-02 06:00:00,165N, 550E, 40, 993,TS,201103
2011-11-02 12:00:00,169N, 550E, 40, 993,TS,201103
2011-11-02 18:00:00,169N, 548E, 45, 989,TS,201103
2011-11-03 00:00:00,168N, 549E, 50, 985,TS,201103
2011-11-03 06:00:00,171N, 550E, 55, 982,TS,201103
2011-11-03 12:00:00,172N, 553E, 50, 985,TS,201103
2011-11-03 18:00:00,171N, 555E, 45, 989,TS,201103
2011-11-04 00:00:00,166N, 549E, 40, 993,TS,201103
2011-11-07 18:00:00,132N, 599E, 25,1004,TD,201104
2011-11-08 00:00:00,137N, 596E, 30,1000,TD,201104
2011-11-08 06:00:00,138N, 591E, 30,1000,TD,201104
2011-11-08 12:00:00,143N, 590E, 35, 996,TS,201104
2011-11-08 18:00:00,148N, 589E, 35, 996,TS,201104
2011-11-09 00:00:00,152N, 587E, 35, 996,TC,201104
2011-11-09 06:00:00,155N, 585E, 30,1000,TD,201104
2011-11-09 12:00:00,158N, 585E, 30,1000,TD,201104
2011-11-09 18:00:00,160N, 586E, 25,1004,TD,201104
2011-11-10 00:00:00,163N, 585E, 25,1004,TD,201104
2011-11-10 06:00:00,159N, 583E, 25,1004,TD,201104
2011-11-10 12:00:00,149N, 588E, 25,1004,TD,201104
2011-11-26 06:00:00, 83N, 757E, 30,1000,TD,201105
2011-11-26 12:00:00, 89N, 748E, 30,1000,TD,201105
2011-11-26 18:00:00, 96N, 740E, 30,1000,TD,201105
2011-11-27 00:00:00,104N, 732E, 30,1000,TD,201105
2011-11-27 06:00:00,113N, 723E, 30,1000,TD,201105
2011-11-27 12:00:00,122N, 714E, 30,1000,TD,201105
2011-11-27 18:00:00,130N, 704E, 30,1000,TD,201105
2011-11-28 00:00:00,138N, 695E, 30,1000,TD,201105
2011-11-28 06:00:00,146N, 687E, 35, 996,TS,201105
2011-11-28 12:00:00,151N, 681E, 35, 996,TS,201105
2011-11-28 18:00:00,155N, 676E, 35, 996,TS,201105
2011-11-29 00:00:00,156N, 671E, 30,1000,TD,201105
2011-11-29 06:00:00,157N, 666E, 30,1000,TD,201105
2011-11-29 12:00:00,165N, 661E, 30,1000,TD,201105
2011-11-29 18:00:00,169N, 653E, 25,1004,TD,201105
2011-11-30 00:00:00,171N, 645E, 25,1004,TD,201105
2011-11-30 06:00:00,178N, 639E, 25,1004,TD,201105
2011-11-30 12:00:00,188N, 633E, 25,1004,TD,201105
2011-11-30 18:00:00,189N, 629E, 25,1004,TD,201105
2011-12-01 00:00:00,191N, 626E, 25,1004,TD,201105
2012-10-24 12:00:00,105N, 563E, 35, 996,TS,201201
2012-10-24 18:00:00,104N, 550E, 35, 996,TS,201201
2012-10-25 00:00:00,102N, 537E, 35, 996,TS,201201
2012-10-25 06:00:00, 99N, 525E, 35, 996,TS,201201
2012-10-25 12:00:00, 96N, 513E, 35, 996,TS,201201
2012-12-22 18:00:00, 85N, 613E, 30,1000,TD,201204
2012-12-23 00:00:00, 84N, 598E, 35, 996,TS,201204
2012-12-23 06:00:00, 83N, 584E, 35, 996,TS,201204
2012-12-23 12:00:00, 85N, 572E, 35, 996,TS,201204
2012-12-23 18:00:00, 84N, 559E, 35, 996,TS,201204
2012-12-24 00:00:00, 83N, 545E, 35, 996,TS,201204
2012-12-24 06:00:00, 77N, 531E, 35, 996,TS,201204
2012-12-24 12:00:00, 72N, 519E, 30,1000,TD,201204
2012-12-24 18:00:00, 67N, 507E, 25,1004,TD,201204
2013-11-07 18:00:00, 82N, 579E, 25,1004,TD,201303
2013-11-08 06:00:00, 79N, 561E, 25,1004,TD,201303
2013-11-08 12:00:00, 81N, 550E, 35, 996,TS,201303
2013-11-08 18:00:00, 80N, 540E, 40, 993,TS,201303
2013-11-09 00:00:00, 80N, 532E, 45, 989,TS,201303
2013-11-09 06:00:00, 80N, 529E, 35, 996,TS,201303
2013-11-09 12:00:00, 80N, 526E, 35, 996,TS,201303
2013-11-09 18:00:00, 80N, 523E, 35, 996,TS,201303
2013-11-10 00:00:00, 80N, 520E, 35, 996,TS,201303
2013-11-10 06:00:00, 80N, 516E, 40, 993,TS,201303
2013-11-10 12:00:00, 82N, 513E, 35, 996,TS,201303
2013-11-10 18:00:00, 83N, 507E, 35, 996,TS,201303
2013-11-11 00:00:00, 86N, 501E, 35, 996,TS,201303
2013-11-11 06:00:00, 90N, 492E, 35, 996,TS,201303
2013-11-11 12:00:00, 94N, 480E, 30,1000,TD,201303
2013-11-11 18:00:00, 95N, 469E, 25,1004,TD,201303
2013-11-12 00:00:00, 98N, 460E, 25,1004,TD,201303
2014-06-09 06:00:00,134N, 677E, 30,1000,TD,201402
2014-06-09 12:00:00,138N, 685E, 30,1000,TD,201402
2014-06-09 18:00:00,145N, 692E, 30,1000,TD,201402
2014-06-10 00:00:00,151N, 690E, 35, 996,TS,201402
2014-06-10 06:00:00,157N, 686E, 40, 993,TS,201402
2014-06-10 12:00:00,161N, 681E, 45, 989,TS,201402
2014-06-10 18:00:00,164N, 676E, 50, 985,TS,201402
2014-06-11 00:00:00,166N, 672E, 55, 982,TS,201402
2014-06-11 00:00:00,166N, 672E, 55, 982,TS,201402
2014-06-11 06:00:00,170N, 667E, 55, 982,TS,201402
2014-06-11 06:00:00,170N, 667E, 55, 982,TS,201402
2014-06-11 12:00:00,175N, 662E, 55, 982,TS,201402
2014-06-11 12:00:00,175N, 662E, 55, 982,TS,201402
2014-06-11 18:00:00,177N, 657E, 55, 982,TS,201402
2014-06-11 18:00:00,177N, 657E, 55, 982,TS,201402
2014-06-12 00:00:00,180N, 652E, 55, 982,TS,201402
2014-06-12 00:00:00,180N, 652E, 55, 982,TS,201402
2014-06-12 06:00:00,182N, 646E, 45, 989,TS,201402
2014-06-12 12:00:00,186N, 642E, 40, 993,TS,201402
2014-06-12 18:00:00,193N, 641E, 35, 996,TS,201402
2014-06-13 00:00:00,204N, 646E, 25,1004,TD,201402
2014-10-24 18:00:00,120N, 620E, 25,1004,TD,201404
2014-10-25 00:00:00,123N, 623E, 30,1000,TD,201404
2014-10-25 06:00:00,129N, 624E, 30,1000,TD,201404
2014-10-25 12:00:00,135N, 628E, 35, 996,TS,201404
2014-10-25 18:00:00,139N, 630E, 35, 996,TS,201404
2014-10-26 00:00:00,141N, 630E, 40, 993,TS,201404
2014-10-26 06:00:00,142N, 630E, 45, 989,TS,201404
2014-10-26 12:00:00,143N, 630E, 55, 982,TS,201404
2014-10-26 12:00:00,143N, 630E, 55, 982,TS,201404
2014-10-26 18:00:00,145N, 629E, 55, 982,TS,201404
2014-10-26 18:00:00,145N, 629E, 55, 982,TS,201404
2014-10-27 00:00:00,147N, 628E, 65, 974,TY,201404
2014-10-27 00:00:00,147N, 628E, 65, 974,TY,201404
2014-10-27 06:00:00,148N, 625E, 70, 970,TY,201404
2014-10-27 06:00:00,148N, 625E, 70, 970,TY,201404
2014-10-27 06:00:00,148N, 625E, 70, 970,TY,201404
2014-10-27 12:00:00,150N, 623E, 80, 963,TY,201404
2014-10-27 12:00:00,150N, 623E, 80, 963,TY,201404
2014-10-27 12:00:00,150N, 623E, 80, 963,TY,201404
2014-10-27 18:00:00,151N, 621E, 90, 956,TY,201404
2014-10-27 18:00:00,151N, 621E, 90, 956,TY,201404
2014-10-27 18:00:00,151N, 621E, 90, 956,TY,201404
2014-10-28 00:00:00,155N, 617E, 95, 952,TY,201404
2014-10-28 00:00:00,155N, 617E, 95, 952,TY,201404
2014-10-28 00:00:00,155N, 617E, 95, 952,TY,201404
2014-10-28 06:00:00,160N, 617E,100, 948,TY,201404
2014-10-28 06:00:00,160N, 617E,100, 948,TY,201404
2014-10-28 06:00:00,160N, 617E,100, 948,TY,201404
2014-10-28 12:00:00,168N, 618E,115, 937,TY,201404
2014-10-28 12:00:00,168N, 618E,115, 937,TY,201404
2014-10-28 12:00:00,168N, 618E,115, 937,TY,201404
2014-10-28 18:00:00,177N, 616E,115, 937,TY,201404
2014-10-28 18:00:00,177N, 616E,115, 937,TY,201404
2014-10-28 18:00:00,177N, 616E,115, 937,TY,201404
2014-10-29 00:00:00,180N, 616E,105, 944,TY,201404
2014-10-29 00:00:00,180N, 616E,105, 944,TY,201404
2014-10-29 00:00:00,180N, 616E,105, 944,TY,201404
2014-10-29 06:00:00,185N, 618E, 95, 952,TY,201404
2014-10-29 06:00:00,185N, 618E, 95, 952,TY,201404
2014-10-29 06:00:00,185N, 618E, 95, 952,TY,201404
2014-10-29 12:00:00,188N, 622E, 80, 963,TY,201404
2014-10-29 12:00:00,188N, 622E, 80, 963,TY,201404
2014-10-29 12:00:00,188N, 622E, 80, 963,TY,201404
2014-10-29 18:00:00,191N, 629E, 70, 970,TY,201404
2014-10-29 18:00:00,191N, 629E, 70, 970,TY,201404
2014-10-29 18:00:00,191N, 629E, 70, 970,TY,201404
2014-10-30 00:00:00,196N, 635E, 60, 978,TS,201404
2014-10-30 00:00:00,196N, 635E, 60, 978,TS,201404
2014-10-30 06:00:00,199N, 640E, 50, 985,TS,201404
2014-10-30 12:00:00,200N, 645E, 45, 989,TS,201404
2014-10-30 18:00:00,204N, 648E, 35, 996,TS,201404
2014-10-31 00:00:00,207N, 650E, 30,1000,TD,201404
2014-10-31 06:00:00,210N, 651E, 25,1004,TD,201404
2014-10-31 12:00:00,214N, 650E, 25,1004,TD,201404
2015-06-06 06:00:00,131N, 685E, 25,1004,TD,201501
2015-06-06 12:00:00,138N, 686E, 25,1004,TD,201501
2015-06-06 18:00:00,145N, 686E, 25,1004,TD,201501
2015-06-07 00:00:00,152N, 686E, 30,1000,TD,201501
2015-06-07 06:00:00,157N, 685E, 40, 993,TS,201501
2015-06-07 12:00:00,164N, 685E, 40, 993,TS,201501
2015-06-07 18:00:00,172N, 685E, 40, 993,TS,201501
2015-06-08 00:00:00,179N, 676E, 40, 993,TS,201501
2015-06-08 06:00:00,181N, 668E, 45, 989,TS,201501
2015-06-08 12:00:00,188N, 663E, 45, 989,TS,201501
2015-06-08 18:00:00,194N, 657E, 50, 985,TS,201501
2015-06-09 00:00:00,202N, 651E, 50, 985,TS,201501
2015-06-09 06:00:00,206N, 641E, 50, 985,TS,201501
2015-06-09 06:00:00,206N, 641E, 50, 985,TS,201501
2015-06-09 12:00:00,209N, 635E, 50, 985,TS,201501
2015-06-09 18:00:00,210N, 627E, 55, 982,TS,201501
2015-06-09 18:00:00,210N, 627E, 55, 982,TS,201501
2015-06-10 00:00:00,210N, 619E, 55, 982,TS,201501
2015-06-10 00:00:00,210N, 619E, 55, 982,TS,201501
2015-06-10 06:00:00,209N, 616E, 55, 982,TS,201501
2015-06-10 06:00:00,209N, 616E, 55, 982,TS,201501
2015-06-10 12:00:00,208N, 614E, 50, 985,TS,201501
2015-06-10 12:00:00,208N, 614E, 50, 985,TS,201501
2015-06-10 18:00:00,206N, 614E, 45, 989,TS,201501
2015-06-11 00:00:00,208N, 610E, 45, 989,TS,201501
2015-06-11 06:00:00,208N, 606E, 45, 989,TS,201501
2015-06-11 12:00:00,208N, 603E, 40, 993,TS,201501
2015-06-11 18:00:00,208N, 601E, 35, 996,TS,201501
2015-06-12 06:00:00,207N, 598E, 30,1000,TD,201501
2015-10-07 18:00:00,128N, 717E, 30,1000,TD,201503
2015-10-08 00:00:00,129N, 715E, 30,1000,TD,201503
2015-10-08 06:00:00,129N, 713E, 30,1000,TD,201503
2015-10-08 12:00:00,132N, 711E, 30,1000,TD,201503
2015-10-08 18:00:00,134N, 709E, 30,1000,TD,201503
2015-10-09 00:00:00,136N, 707E, 30,1000,TD,201503
2015-10-09 06:00:00,139N, 705E, 35, 996,TS,201503
2015-10-09 12:00:00,143N, 702E, 30,1000,TD,201503
2015-10-09 18:00:00,147N, 699E, 30,1000,TD,201503
2015-10-10 00:00:00,149N, 696E, 30,1000,TD,201503
2015-10-10 06:00:00,151N, 694E, 30,1000,TD,201503
2015-10-10 12:00:00,153N, 695E, 25,1004,TD,201503
2015-10-10 18:00:00,155N, 696E, 25,1004,TD,201503
2015-10-11 00:00:00,157N, 695E, 25,1004,TD,201503
2015-10-27 12:00:00,107N, 651E, 25,1004,TD,201504
2015-10-27 18:00:00,111N, 649E, 25,1004,TD,201504
2015-10-28 00:00:00,116N, 647E, 30,1000,TD,201504
2015-10-28 06:00:00,121N, 647E, 35, 996,TS,201504
2015-10-28 12:00:00,128N, 649E, 45, 989,TS,201504
2015-10-28 18:00:00,131N, 646E, 45, 989,TS,201504
2015-10-29 00:00:00,134N, 642E, 50, 985,TS,201504
2015-10-29 06:00:00,138N, 637E, 55, 982,TS,201504
2015-10-29 06:00:00,138N, 637E, 55, 982,TS,201504
2015-10-29 12:00:00,142N, 631E, 65, 974,TY,201504
2015-10-29 12:00:00,142N, 631E, 65, 974,TY,201504
2015-10-29 18:00:00,142N, 624E, 80, 963,TY,201504
2015-10-29 18:00:00,142N, 624E, 80, 963,TY,201504
2015-10-29 18:00:00,142N, 624E, 80, 963,TY,201504
2015-10-30 00:00:00,142N, 618E,100, 948,TY,201504
2015-10-30 00:00:00,142N, 618E,100, 948,TY,201504
2015-10-30 00:00:00,142N, 618E,100, 948,TY,201504
2015-10-30 06:00:00,141N, 611E,130, 926,ST,201504
2015-10-30 06:00:00,141N, 611E,130, 926,ST,201504
2015-10-30 06:00:00,141N, 611E,130, 926,ST,201504
2015-10-30 12:00:00,140N, 606E,125, 929,TY,201504
2015-10-30 12:00:00,140N, 606E,125, 929,TY,201504
2015-10-30 12:00:00,140N, 606E,125, 929,TY,201504
